decisao,nota,data,titulo,categorias,palavras,sinais,slug,id,url
redirecionar,-2,2012-09-19,Transferências de bispos,Notícias,243,cn,transferencias-de-bispos,1667,https://salvistas.com.br/transferencias-de-bispos/
redirecionar,-2,2012-09-21,Núncio Apostólico no Brasil,Notícias,252,cn,nuncio-apostolico-no-brasil,1669,https://salvistas.com.br/nuncio-apostolico-no-brasil/
redirecionar,-2,2012-09-25,Arte sacra do Vaticano,Notícias,503,cn,arte-sacra-do-vaticano,1676,https://salvistas.com.br/arte-sacra-do-vaticano/
redirecionar,-2,2012-10-06,O Brasil no Sínodo dos Bispos,Notícias,299,cn,o-brasil-no-sinodo-dos-bispos,1717,https://salvistas.com.br/o-brasil-no-sinodo-dos-bispos/
redirecionar,-2,2012-10-20,Arquidiocese de Belém recebe símbolos da JMJ,Notícias,452,cn,arquidiocese-de-belem-recebe-simbolos-da-jmj,1753,https://salvistas.com.br/arquidiocese-de-belem-recebe-simbolos-da-jmj/
redirecionar,-2,2012-10-29,Celebração de conclusão do Sínodo,Notícias,671,cn,celebracao-de-conclusao-do-sinodo,1767,https://salvistas.com.br/celebracao-de-conclusao-do-sinodo/
redirecionar,-2,2012-10-31,Reunião do Conselho Permanente,Notícias,314,cn,reuniao-do-conselho-permanente,1776,https://salvistas.com.br/reuniao-do-conselho-permanente/
redirecionar,-2,2012-11-03,Seminário promovido pela CNBB,Notícias,606,gilberto cn,seminario-promovido-pela-cnbb,1784,https://salvistas.com.br/seminario-promovido-pela-cnbb/
redirecionar,-2,2012-11-08,Seminário “Relações Estado e Sociedade”,Notícias,1667,gilberto cn,seminario-relacoes-estado-e-sociedade,1792,https://salvistas.com.br/seminario-relacoes-estado-e-sociedade/
redirecionar,-2,2012-12-22,Virtudes heroicas de Paulo VI,Notícias,393,cn,virtudes-heroicas-de-paulo-vi,1855,https://salvistas.com.br/virtudes-heroicas-de-paulo-vi/
redirecionar,-2,2012-12-31,Festival da Juventude,Notícias,414,cn,festival-da-juventude,1860,https://salvistas.com.br/festival-da-juventude/
redirecionar,-2,2013-01-07,Vítimas das chuvas,Notícias,305,cn,vitimas-das-chuvas,1864,https://salvistas.com.br/vitimas-das-chuvas/
redirecionar,-2,2013-01-09,Mensagem para o Dia Mundial do Enfermo,Notícias,274,cn,mensagem-para-o-dia-mundial-do-enfermo,1870,https://salvistas.com.br/mensagem-para-o-dia-mundial-do-enfermo/
redirecionar,-2,2013-01-15,Curso de fé e política,Notícias,345,cn,curso-de-fe-e-politica,1882,https://salvistas.com.br/curso-de-fe-e-politica/
redirecionar,-2,2013-01-22,Site da JMJ,Notícias,294,cn,site-da-jmj,1896,https://salvistas.com.br/site-da-jmj/
redirecionar,-2,2013-01-31,Celebração inter-religiosa em São Paulo,Notícias,614,cn,celebracao-inter-religiosa-em-sao-paulo,1926,https://salvistas.com.br/celebracao-inter-religiosa-em-sao-paulo/
redirecionar,-2,2013-02-18,Penúltimo “Angelus” de Bento XVI,Notícias,576,cn,penultimo-angelus-de-bento-xvi,1935,https://salvistas.com.br/penultimo-angelus-de-bento-xvi/
redirecionar,-2,2013-02-19,Semana Nacional contra o Alcoolismo 2013,Notícias,191,cn,semana-nacional-contra-o-alcoolismo-2013,1936,https://salvistas.com.br/semana-nacional-contra-o-alcoolismo-2013/
redirecionar,-2,2013-02-20,Deus é caridade,Mundo,401,cn,deus-e-caridade,1937,https://salvistas.com.br/deus-e-caridade/
redirecionar,-2,2013-02-21,Dois novos bispos,Notícias,291,cn,dois-novos-bispos,1938,https://salvistas.com.br/dois-novos-bispos/
redirecionar,-2,2013-03-04,Primeiro domingo sem Angelus.,Notícias,372,cn,primeiro-domingo-sem-angelus,1947,https://salvistas.com.br/primeiro-domingo-sem-angelus/
redirecionar,-2,2013-03-05,Primeira congregação geral,Notícias,434,cn,primeira-congregacao-geral,1949,https://salvistas.com.br/primeira-congregacao-geral/
redirecionar,-2,2013-03-11,Véspera do Conclave,Notícias,201,cn,vespera-do-conclave,1952,https://salvistas.com.br/vespera-do-conclave/
redirecionar,-2,2013-03-18,Primeiro “Angelus” do Papa Francisco,Notícias,601,cn,primeiro-angelus-do-papa-francisco,1959,https://salvistas.com.br/primeiro-angelus-do-papa-francisco/
redirecionar,-2,2013-03-26,Semana Santa,Notícias,635,cn,semana-santa,1968,https://salvistas.com.br/semana-santa/
redirecionar,-2,2013-03-27,Atingidos pelas chuvas em Petrópolis (RJ),Notícias,387,cn,atingidos-pelas-chuvas-em-petropolis-rj,1969,https://salvistas.com.br/atingidos-pelas-chuvas-em-petropolis-rj/
redirecionar,-2,2013-04-08,Posse do Bispo de Roma,Notícias,4033,cn,posse-do-bispo-de-roma,1995,https://salvistas.com.br/posse-do-bispo-de-roma/
redirecionar,-2,2013-04-22,Papa Francisco,Notícias,1373,ordena[çc][ãa]o cn (papa|bento xvi|card|dom |cnbb|bispo),papa-francisco,2019,https://salvistas.com.br/papa-francisco/
redirecionar,-2,2013-04-25,Jornada Mundial da Juventude 2013,Notícias,740,cn,jornada-mundial-da-juventude-2013,2022,https://salvistas.com.br/jornada-mundial-da-juventude-2013/
redirecionar,-2,2013-05-08,Dois novos bispos brasileiros,Notícias,357,cn,dois-novos-bispos-brasileiros,2030,https://salvistas.com.br/dois-novos-bispos-brasileiros/
redirecionar,-2,2013-05-15,Panamá sedia encontro do CELAM,Notícias,340,cn,panama-sedia-encontro-do-celam,2037,https://salvistas.com.br/panama-sedia-encontro-do-celam/
redirecionar,-2,2013-06-03,Adoração Eucarística,Notícias,330,cn,adoracao-eucaristica,2047,https://salvistas.com.br/adoracao-eucaristica/
redirecionar,-2,2013-06-24,Congregação para o Culto Divino,Notícias,718,cn,congregacao-para-o-culto-divino,2059,https://salvistas.com.br/congregacao-para-o-culto-divino/
redirecionar,-2,2013-06-27,Solenidade de São Pedro e São Paulo,Notícias,396,cn,solenidade-de-sao-pedro-e-sao-paulo,2061,https://salvistas.com.br/solenidade-de-sao-pedro-e-sao-paulo/
redirecionar,-2,2013-07-02,Lumen fidei,Notícias,99,cn,lumen-fidei,2064,https://salvistas.com.br/lumen-fidei/
redirecionar,-2,2013-07-17,Campus Fidei,Mundo,524,cn,campus-fidei,2067,https://salvistas.com.br/campus-fidei/
redirecionar,-2,2013-08-01,Dia Mundial da Paz 2014,Mundo,244,cn,dia-mundial-da-paz-2014,2071,https://salvistas.com.br/dia-mundial-da-paz-2014/
redirecionar,-2,2013-08-02,Projeto Saúde + 10,Salvistas,227,ordena[çc][ãa]o cn,projeto-saude-10,2072,https://salvistas.com.br/projeto-saude-10/
redirecionar,-2,2013-11-12,Bispo fala da preparação para eleições 2014,Salvistas,1117,votos cn (papa|bento xvi|card|dom |cnbb|bispo),bispo-fala-da-preparacao-para-eleicoes-2014,2123,https://salvistas.com.br/bispo-fala-da-preparacao-para-eleicoes-2014/
redirecionar,-2,2013-11-21,Nova Evangelização,Salvistas,1102,testemunho cn,nova-evangelizacao,2128,https://salvistas.com.br/nova-evangelizacao/
redirecionar,-2,2013-12-03,Nomeações para o Vaticano,Mundo,286,cn,nomeacoes-para-o-vaticano,2134,https://salvistas.com.br/nomeacoes-para-o-vaticano/
redirecionar,-2,2013-12-05,Conselho de Cardeais,Mundo,362,cn,conselho-de-cardeais,2136,https://salvistas.com.br/conselho-de-cardeais/
redirecionar,-2,2013-12-12,Evangelização da juventude no Brasil,Salvistas,352,ordena[çc][ãa]o cn,evangelizacao-da-juventude-no-brasil,2142,https://salvistas.com.br/evangelizacao-da-juventude-no-brasil/
redirecionar,-2,2013-12-31,Na oração do Angelus,Mundo,890,cn,na-oracao-do-angelus,2151,https://salvistas.com.br/na-oracao-do-angelus/
redirecionar,-2,2014-01-03,Papa visita basílica de Santa Maria Maior,Mundo,746,votos cn (papa|bento xvi|card|dom |cnbb|bispo),papa-visita-basilica-de-santa-maria-maior,2153,https://salvistas.com.br/papa-visita-basilica-de-santa-maria-maior/
redirecionar,-2,2014-01-14,Primeiro consistório de Francisco,Mundo,1191,cn,primeiro-consistorio-de-francisco,2159,https://salvistas.com.br/primeiro-consistorio-de-francisco/
redirecionar,-2,2014-01-21,Maria Assunta Caterina Marchetti,Notícias,987,cn,maria-assunta-caterina-marchetti,2161,https://salvistas.com.br/maria-assunta-caterina-marchetti/
redirecionar,-2,2014-01-28,Irma Serafina,Salvistas,868,audiência,irma-serafina,2164,https://salvistas.com.br/irma-serafina/
redirecionar,-2,2014-01-29,Papa nomeia dom Ilson,Mundo,342,ordena[çc][ãa]o cn (papa|bento xvi|card|dom |cnbb|bispo),papa-nomeia-dom-ilson,2165,https://salvistas.com.br/papa-nomeia-dom-ilson/
redirecionar,-2,2014-03-05,Mensagem do papa Francisco,Mundo,3605,votos testemunho cn zenit|acidigital|gaudium,mensagem-do-papa-francisco,2173,https://salvistas.com.br/mensagem-do-papa-francisco/
redirecionar,-2,2014-03-07,Quaresma e confissão,Artigos,1493,cn,quaresma-e-confissao,2179,https://salvistas.com.br/quaresma-e-confissao/
redirecionar,-2,2014-03-31,Canonização do beato Anchieta,Notícias,610,coimbra|tentúgal|tentugal|arazede|meãs cn,canonizacao-do-beato-anchieta,2186,https://salvistas.com.br/canonizacao-do-beato-anchieta/
redirecionar,-2,2014-04-02,Vaticano apresenta o programa,Mundo,829,testemunho zenit|acidigital|gaudium,vaticano-apresenta-o-programa,2187,https://salvistas.com.br/vaticano-apresenta-o-programa/
redirecionar,-2,2014-04-04,Rainha Elizabeth II no Vaticano.,Salvistas,307,audiência,rainha-elizabeth-ii-no-vaticano,2190,https://salvistas.com.br/rainha-elizabeth-ii-no-vaticano/
redirecionar,-2,2014-04-07,Papa presenteia fiéis,Salvistas,400,(papa|bento xvi|card|dom |cnbb|bispo),papa-presenteia-fieis,2192,https://salvistas.com.br/papa-presenteia-fieis/
redirecionar,-2,2014-11-12,Beatificação de seminarista surfista,Notícias,230,testemunho fonte,beatificacao-de-seminarista-surfista,2385,https://salvistas.com.br/beatificacao-de-seminarista-surfista/
redirecionar,-2,2015-02-24,Beatificação de Padre Aloísio Boeing,Notícias,284,testemunho fonte,beatificacao-de-padre-aloisio-boeing,2502,https://salvistas.com.br/beatificacao-de-padre-aloisio-boeing/
redirecionar,-2,2015-07-20,10º Mutirão de Comunicação em 2017,Notícias,177,cn,10o-mutirao-de-comunicacao-em-2017,2557,https://salvistas.com.br/10o-mutirao-de-comunicacao-em-2017/
redirecionar,-2,2015-09-06,Francisco pede que casas religiosas acolham refugiados,Mundo,274,testemunho news\.va|rádio vaticano|radio vaticano,francisco-pede-que-casas-religiosas-acolham-refugiados,2573,https://salvistas.com.br/francisco-pede-que-casas-religiosas-acolham-refugiados/
redirecionar,-2,2015-10-05,Papa Francisco,Salvistas,492,(papa|bento xvi|card|dom |cnbb|bispo),papa-francisco-2,2577,https://salvistas.com.br/papa-francisco-2/
redirecionar,-2,2016-03-12,"Terceira pregação da Quaresma: “Anunciar a Palavra. O Espírito Santo, principal agente de evangelização”",Notícias,3517,pentecostes testemunho fonte zenit|acidigital|gaudium,terceira-pregacao-da-quaresma-anunciar-a-palavra-o-espirito-santo-principal-agente-de-evangelizacao,2815,https://salvistas.com.br/terceira-pregacao-da-quaresma-anunciar-a-palavra-o-espirito-santo-principal-agente-de-evangelizacao/
redirecionar,-3,2010-09-03,Mês da Bília,Artigos,794,testemunho cn,mes-da-bilia,367,https://salvistas.com.br/mes-da-bilia/
redirecionar,-3,2011-03-14,Por que a Quaresma? Por que a Cruz?,Mundo,382,news\.va|rádio vaticano|radio vaticano,por-que-a-quaresma-por-que-a-cruz,356,https://salvistas.com.br/por-que-a-quaresma-por-que-a-cruz/
redirecionar,-3,2011-04-07,POM e  Setor Juventude,Notícias,503,noviciado|postulante|aspirante cn,pom-e-setor-juventude,379,https://salvistas.com.br/pom-e-setor-juventude/
redirecionar,-3,2011-04-11,Santo Padre,Notícias,633,news\.va|rádio vaticano|radio vaticano,santo-padre,377,https://salvistas.com.br/santo-padre/
redirecionar,-3,2011-04-20,Acolher vontade de Deus,Mundo,948,fonte,acolher-vontade-de-deus,402,https://salvistas.com.br/acolher-vontade-de-deus/
redirecionar,-3,2011-04-25,Reevangelização de afastados,Mundo,757,news\.va|rádio vaticano|radio vaticano,reevangelizacao-de-afastados,408,https://salvistas.com.br/reevangelizacao-de-afastados/
redirecionar,-3,2011-05-07,Entrevista sobre a Beatificação de JP II,Artigos,873,homilia do papa,entrevista-sobre-a-beatificacao-de-jp-ii,438,https://salvistas.com.br/entrevista-sobre-a-beatificacao-de-jp-ii/
redirecionar,-3,2011-05-30,Santos e não os poderosos que levam esperança,"Mundo, Notícias",373,news\.va|rádio vaticano|radio vaticano,santos-e-nao-os-poderosos-que-levam-esperanca-2,424,https://salvistas.com.br/santos-e-nao-os-poderosos-que-levam-esperanca-2/
redirecionar,-3,2011-06-17,12º Festival de Dança Sacra,Notícias,50,,12%c2%ba-festival-de-danca-sacra,483,https://salvistas.com.br/12%c2%ba-festival-de-danca-sacra/
redirecionar,-3,2011-08-09,JMJ Madri 2011,Mundo,384,zenit|acidigital|gaudium,jmj-madri-2011,823,https://salvistas.com.br/jmj-madri-2011/
redirecionar,-3,2011-08-15,Assunção de Maria,Notícias,791,homilia do papa,assuncao-de-maria,873,https://salvistas.com.br/assuncao-de-maria/
redirecionar,-3,2011-10-05,Olhar Humano,Notícias,989,news\.va|rádio vaticano|radio vaticano,olhar-humano,1015,https://salvistas.com.br/olhar-humano/
redirecionar,-3,2011-10-28,Tecnologia e Sabedoria,Artigos,834,news\.va|rádio vaticano|radio vaticano,tecnologia-e-sabedoria,1069,https://salvistas.com.br/tecnologia-e-sabedoria/
redirecionar,-3,2012-02-20,Redescobrir a oração,Artigos,618,fonte,redescobrir-a-oracao,1133,https://salvistas.com.br/redescobrir-a-oracao/
redirecionar,-3,2012-06-28,"Evangelho Mateus 7,21-29",Salvistas,709,testemunho evangelho ,evangelho-mateus-721-29,1140,https://salvistas.com.br/evangelho-mateus-721-29/
redirecionar,-3,2012-07-02,Devemos pedir a Deus o dom da fé,Notícias,428,news\.va|rádio vaticano|radio vaticano,devemos-pedir-a-deus-o-dom-da-fe,1156,https://salvistas.com.br/devemos-pedir-a-deus-o-dom-da-fe/
redirecionar,-3,2012-08-10,Conselho de Comunicação Social,Notícias,718,profiss[ãa]o cn,conselho-de-comunicacao-social,1471,https://salvistas.com.br/conselho-de-comunicacao-social/
redirecionar,-3,2012-10-08,Sínodo e novos Doutores da Igreja,Notícias,1090,fonte,sinodo-e-novos-doutores-da-igreja,1721,https://salvistas.com.br/sinodo-e-novos-doutores-da-igreja/
redirecionar,-3,2012-10-15,Dia Nacional de Valorização da Família,Artigos,57,,dia-nacional-de-valorizacao-da-familia,1739,https://salvistas.com.br/dia-nacional-de-valorizacao-da-familia/
redirecionar,-3,2012-11-01,Intenção de Oração do Papa,Notícias,125,testemunho intenç[õo]es do (santo padre|papa),intencao-de-oracao-do-papa,1777,https://salvistas.com.br/intencao-de-oracao-do-papa/
redirecionar,-3,2012-11-13,Hino do Ano da Fé,Notícias,881,pentecostes cn,hino-do-ano-da-fe,1826,https://salvistas.com.br/hino-do-ano-da-fe/
redirecionar,-3,2012-11-30,Escritos de Bento XVI,Mundo,364,news\.va|rádio vaticano|radio vaticano,escritos-de-bento-xvi,1837,https://salvistas.com.br/escritos-de-bento-xvi/
redirecionar,-3,2012-12-24,Natal é tempo de gratidão a Deus,Notícias,356,votos fonte cn,natal-e-tempo-de-gratidao-a-deus,1856,https://salvistas.com.br/natal-e-tempo-de-gratidao-a-deus/
redirecionar,-3,2013-01-03,Encarnação de Jesus,Notícias,409,profiss[ãa]o cn audiência,encarnacao-de-jesus,1863,https://salvistas.com.br/encarnacao-de-jesus/
redirecionar,-3,2013-02-13,Bento XVI envia mensagem,Notícias,577,votos testemunho cn (papa|bento xvi|card|dom |cnbb|bispo),bento-xvi-envia-mensagem,1934,https://salvistas.com.br/bento-xvi-envia-mensagem/
redirecionar,-3,2013-03-12,Missa de abertura do Conclave,Notícias,764,votos cn news\.va|rádio vaticano|radio vaticano,missa-de-abertura-do-conclave,1955,https://salvistas.com.br/missa-de-abertura-do-conclave/
redirecionar,-3,2013-03-19,Primeira missa do Papa Francisco,Notícias,697,news\.va|rádio vaticano|radio vaticano,primeira-missa-do-papa-francisco,1962,https://salvistas.com.br/primeira-missa-do-papa-francisco/
redirecionar,-3,2013-04-06,Misericórdia,Artigos,523,fonte,misericordia,1993,https://salvistas.com.br/misericordia/
redirecionar,-3,2013-04-14,Imagem de João Paulo II,Notícias,619,news\.va|rádio vaticano|radio vaticano,imagem-de-joao-paulo-ii,2001,https://salvistas.com.br/imagem-de-joao-paulo-ii/
redirecionar,-3,2013-04-15,Retiro dos bispos,Notícias,410,testemunho cn,retiro-dos-bispos,2003,https://salvistas.com.br/retiro-dos-bispos/
redirecionar,-3,2013-04-16,51ª Conf. dos Bispos do Brasil,Notícias,15,,51a-conf-dos-bispos-do-brasil,2004,https://salvistas.com.br/51a-conf-dos-bispos-do-brasil/
redirecionar,-3,2013-05-24,Comunidades de comunidades,Artigos,23,,comunidades-de-comunidades,2042,https://salvistas.com.br/comunidades-de-comunidades/
redirecionar,-3,2013-09-02,Dia de Oração e jejum – Papa Francisco,Mundo,0,,dia-de-oracao-e-jejum-papa-francisco,2082,https://salvistas.com.br/dia-de-oracao-e-jejum-papa-francisco/
redirecionar,-3,2013-11-12,Filipinas,Mundo,306,news\.va|rádio vaticano|radio vaticano,filipinas,2122,https://salvistas.com.br/filipinas/
redirecionar,-3,2013-12-23,Propósitos de Natal,Artigos,682,fonte,propositos-de-natal,2148,https://salvistas.com.br/propositos-de-natal/
redirecionar,-3,2013-12-30,Balanço da sucessão papal em 2013,Notícias,1064,news\.va|rádio vaticano|radio vaticano,balanco-da-sucessao-papal-em-2013,2150,https://salvistas.com.br/balanco-da-sucessao-papal-em-2013/
redirecionar,-3,2014-04-26,CANONIZAÇÃO,Mundo,14,,canonizacao-2,2201,https://salvistas.com.br/canonizacao-2/
redirecionar,-3,2014-09-10,XVII Congresso Eucarístico,Notícias,14,,xvii-congresso-eucaristico,2324,https://salvistas.com.br/xvii-congresso-eucaristico/
redirecionar,-3,2014-12-13,“Paz na Terra aos homens de boa vontade”,Notícias,649,fonte,paz-na-terra-aos-homens-de-boa-vontade,2408,https://salvistas.com.br/paz-na-terra-aos-homens-de-boa-vontade/
redirecionar,-3,2014-12-18,Processo de beatificação,Notícias,399,fonte,processo-de-beatificacao-2,2419,https://salvistas.com.br/processo-de-beatificacao-2/
redirecionar,-3,2015-01-06,Seminarista Guido Schäffer,Notícias,288,fonte,seminarista-guido-schaffer,2434,https://salvistas.com.br/seminarista-guido-schaffer/
redirecionar,-3,2015-01-12,RCC prepara Encontro Nacional,Notícias,281,fonte,rcc-prepara-encontro-nacional,2446,https://salvistas.com.br/rcc-prepara-encontro-nacional/
redirecionar,-3,2015-01-12,5 ANOS DO TERREMOTO,Mundo,408,fonte,5-anos-do-terremoto,2443,https://salvistas.com.br/5-anos-do-terremoto/
redirecionar,-3,2015-01-23,Dia Mundial da Religião,Artigos,754,fonte,dia-mundial-da-religiao,2469,https://salvistas.com.br/dia-mundial-da-religiao/
redirecionar,-3,2015-01-27,MENSAGEM PARA A QUARESMA,Mundo,415,fonte,mensagem-para-a-quaresma-2,2474,https://salvistas.com.br/mensagem-para-a-quaresma-2/
redirecionar,-3,2015-02-02,OFERTA TOTAL,Notícias,726,fonte,oferta-total,2495,https://salvistas.com.br/oferta-total/
redirecionar,-3,2015-04-13,Ano Santo da Misericórdia,Mundo,251,news\.va|rádio vaticano|radio vaticano,ano-santo-da-misericordia,2532,https://salvistas.com.br/ano-santo-da-misericordia/
redirecionar,-3,2015-06-29,História da Igreja Católica do Brasil,Mundo,311,fonte,historia-da-igreja-catolica-do-brasil-2,2552,https://salvistas.com.br/historia-da-igreja-catolica-do-brasil-2/
redirecionar,-3,2015-06-29,História da Igreja Católica do Brasil,Notícias,311,fonte,historia-da-igreja-catolica-do-brasil,2549,https://salvistas.com.br/historia-da-igreja-catolica-do-brasil/
redirecionar,-3,2015-12-27,SOLENIDADE DA SAGRADA FAMÍLIA,Artigos,384,news\.va|rádio vaticano|radio vaticano,solenidade-da-sagrada-familia,2601,https://salvistas.com.br/solenidade-da-sagrada-familia/
redirecionar,-3,2016-01-18,Mensagem para o Jubileu da Misericórdia dos Adolescentes,Artigos,779,fonte,mensagem-para-o-jubileu-da-misericordia-dos-adolescentes,2625,https://salvistas.com.br/mensagem-para-o-jubileu-da-misericordia-dos-adolescentes/
redirecionar,-3,2016-01-18,Igreja da Fazenda da Esperança é elevada ao título de Santuário,Notícias,359,fonte,igreja-da-fazenda-da-esperanca-e-elevada-ao-titulo-de-santuario,2622,https://salvistas.com.br/igreja-da-fazenda-da-esperanca-e-elevada-ao-titulo-de-santuario/
redirecionar,-3,2016-01-26,Mensagem do Papa para a Quaresma 2016,Artigos,1557,zenit|acidigital|gaudium,mensagem-do-papa-para-a-quaresma-2016,2639,https://salvistas.com.br/mensagem-do-papa-para-a-quaresma-2016/
redirecionar,-3,2016-02-15,EM CUBA,Mundo,353,news\.va|rádio vaticano|radio vaticano,em-cuba,2758,https://salvistas.com.br/em-cuba/
redirecionar,-3,2016-02-26,Pregação da Quaresma: acolher e praticar a Palavra de Deus,Notícias,303,fonte,pregacao-da-quaresma-acolher-e-praticar-a-palavra-de-deus,2786,https://salvistas.com.br/pregacao-da-quaresma-acolher-e-praticar-a-palavra-de-deus/
redirecionar,-3,2016-09-09,Publicado programa da viagem do Papa à Suécia,Mundo,155,news\.va|rádio vaticano|radio vaticano,publicado-programa-da-viagem-do-papa-a-suecia,2860,https://salvistas.com.br/publicado-programa-da-viagem-do-papa-a-suecia/
redirecionar,-3,2017-06-02,Nomeação,Notícias,255,fonte,nomeacao-2,2900,https://salvistas.com.br/nomeacao-2/
redirecionar,-4,2010-12-31,Mensagem,Artigos,346,cn,mensagem,363,https://salvistas.com.br/mensagem/
redirecionar,-4,2011-01-06,O uso do Projetor Multimídia na Liturgia,Artigos,1663,cn,o-uso-do-projetor-multimidia-na-liturgia,362,https://salvistas.com.br/o-uso-do-projetor-multimidia-na-liturgia/
redirecionar,-4,2011-02-24,Nota sobre ética e programas de TV,Salvistas,171,cn,nota-sobre-etica-e-programas-de-tv,371,https://salvistas.com.br/nota-sobre-etica-e-programas-de-tv/
redirecionar,-4,2011-03-07,Papa Bento XVI  – Angelus,Mundo,296,(papa|bento xvi|card|dom |cnbb|bispo),papa-bento-xvi-angelus,360,https://salvistas.com.br/papa-bento-xvi-angelus/
redirecionar,-4,2011-03-17,Cetel analisa textos litúrgicos,Salvistas,226,cn,cetel-analisa-textos-liturgicos,369,https://salvistas.com.br/cetel-analisa-textos-liturgicos/
redirecionar,-4,2011-04-23,Papa preside Via Sacra,Notícias,588,(papa|bento xvi|card|dom |cnbb|bispo),papa-preside-via-sacra,406,https://salvistas.com.br/papa-preside-via-sacra/
redirecionar,-4,2011-04-29,Conselho Nacional de Igrejas Cristãs,Notícias,686,testemunho cn,conselho-nacional-de-igrejas-cristas,416,https://salvistas.com.br/conselho-nacional-de-igrejas-cristas/
redirecionar,-4,2011-05-03,Mariologia,Notícias,245,cn,mariologia-2,420,https://salvistas.com.br/mariologia-2/
redirecionar,-4,2011-06-10,Livro sobre povos indígenas,Notícias,351,cn,livro-sobre-povos-indigenas,475,https://salvistas.com.br/livro-sobre-povos-indigenas/
redirecionar,-4,2011-06-16,Consep aprova texto-base e cartaz da CF-2012,Salvistas,234,cn,consep-aprova-texto-base-e-cartaz-da-cf-2012,479,https://salvistas.com.br/consep-aprova-texto-base-e-cartaz-da-cf-2012/
redirecionar,-4,2011-06-16,Campanha da Fraternidade de 2013,Notícias,149,votos cn,campanha-da-fraternidade-de-2013,480,https://salvistas.com.br/campanha-da-fraternidade-de-2013/
redirecionar,-4,2011-06-21,Congresso Nacional da Pastoral Familiar,Notícias,174,cn,congresso-nacional-da-pastoral-familiar,485,https://salvistas.com.br/congresso-nacional-da-pastoral-familiar/
redirecionar,-4,2011-06-22,Prêmios de Comunicação da CNBB 2010/2011,Notícias,1018,ordena[çc][ãa]o cn,premios-de-comunicacao-da-cnbb-20102011-2,489,https://salvistas.com.br/premios-de-comunicacao-da-cnbb-20102011-2/
redirecionar,-4,2011-06-25,Papa na JMJ 2011:,Mundo,323,(papa|bento xvi|card|dom |cnbb|bispo),papa-na-jmj-2011,491,https://salvistas.com.br/papa-na-jmj-2011/
redirecionar,-4,2011-06-26,Fidelidade é mais necessária do que nunca,Notícias,429,audiência,fidelidade-e-mais-necessaria-do-que-nunca,493,https://salvistas.com.br/fidelidade-e-mais-necessaria-do-que-nunca/
redirecionar,-4,2011-06-28,Bento XVI celebra 60 anos,Notícias,618,ordena[çc][ãa]o cn (papa|bento xvi|card|dom |cnbb|bispo),bento-xvi-celebra-60-anos,495,https://salvistas.com.br/bento-xvi-celebra-60-anos/
redirecionar,-4,2011-06-29,CNBB saúda Bento XVI,Notícias,187,ordena[çc][ãa]o cn (papa|bento xvi|card|dom |cnbb|bispo),cnbb-sauda-bento-xvi,498,https://salvistas.com.br/cnbb-sauda-bento-xvi/
redirecionar,-4,2011-07-04,Santa Catarina sedia o 2º Congresso,Notícias,237,cn,santa-catarina-sedia-o-2%c2%ba-congresso,519,https://salvistas.com.br/santa-catarina-sedia-o-2%c2%ba-congresso/
redirecionar,-4,2011-07-13,Meios de comunicação para a evangelização,Salvistas,1113,cn,meios-de-comunicacao-para-a-evangelizacao,657,https://salvistas.com.br/meios-de-comunicacao-para-a-evangelizacao/
redirecionar,-4,2011-07-29,5ª Semana Social Brasileira,Notícias,401,ordena[çc][ãa]o cn,5%c2%aa-semana-social-brasileira-2,714,https://salvistas.com.br/5%c2%aa-semana-social-brasileira-2/
redirecionar,-4,2011-08-04,Orientação do Santo Padre,Notícias,378,cn audiência,orientacao-do-santo-padre,820,https://salvistas.com.br/orientacao-do-santo-padre/
redirecionar,-4,2011-08-10,Comunicado da Comissão Episcopal,Notícias,111,ordena[çc][ãa]o cn,comunicado-da-comissao-episcopal,826,https://salvistas.com.br/comunicado-da-comissao-episcopal/
redirecionar,-4,2011-08-17,Pastoral Familiar,Notícias,251,cn,pastoral-familiar,877,https://salvistas.com.br/pastoral-familiar/
redirecionar,-4,2011-08-18,Papa Bento XVI aos jovens,Mundo,476,(papa|bento xvi|card|dom |cnbb|bispo),papa-bento-xvi-aos-jovens,878,https://salvistas.com.br/papa-bento-xvi-aos-jovens/
redirecionar,-4,2011-08-19,7º Sulão de Catequese,Notícias,251,cn,7%c2%ba-sulao-de-catequese,881,https://salvistas.com.br/7%c2%ba-sulao-de-catequese/
redirecionar,-4,2011-08-21,Rio 2013,Notícias,669,cn,rio-2013,882,https://salvistas.com.br/rio-2013/
redirecionar,-4,2011-08-22,JMJ 2013 no Rio,Salvistas,648,cn,jmj-2013-no-rio,885,https://salvistas.com.br/jmj-2013-no-rio/
redirecionar,-4,2011-09-02,Pastoral da Educação,Notícias,267,cn,pastoral-da-educacao,903,https://salvistas.com.br/pastoral-da-educacao/
redirecionar,-4,2011-09-05,Papa explica,Notícias,297,(papa|bento xvi|card|dom |cnbb|bispo),papa-explica,927,https://salvistas.com.br/papa-explica/
redirecionar,-4,2011-09-08,Dom Severino Clasen,Notícias,445,(papa|bento xvi|card|dom |cnbb|bispo),dom-severino-clasen,949,https://salvistas.com.br/dom-severino-clasen/
redirecionar,-4,2011-09-26,Pastoral da Juventude,Notícias,333,cn,pastoral-da-juventude,1005,https://salvistas.com.br/pastoral-da-juventude/
