decisao,nota,data,titulo,categorias,palavras,sinais,slug,id,url
redirecionar,-4,2011-09-29,Papa à África em novembro,Notícias,118,(papa|bento xvi|card|dom |cnbb|bispo),papa-a-africa-em-novembro,1009,https://salvistas.com.br/papa-a-africa-em-novembro/
redirecionar,-4,2011-10-12,Festa da Padroeira,Notícias,308,cn,festa-da-padroeira,1039,https://salvistas.com.br/festa-da-padroeira/
redirecionar,-4,2011-10-14,Audiência com Papa Bento XVI,Mundo,354,audiência,audiencia-com-papa-bento-xvi,1042,https://salvistas.com.br/audiencia-com-papa-bento-xvi/
redirecionar,-4,2011-10-20,"Bento XVI ainda “respira” o Vaticano II, diz padre",Mundo,368,(papa|bento xvi|card|dom |cnbb|bispo),bento-xvi-ainda-respira-o-vaticano-ii-diz-padre,1047,https://salvistas.com.br/bento-xvi-ainda-respira-o-vaticano-ii-diz-padre/
redirecionar,-4,2011-10-25,Campanha SOS África,Notícias,759,ordena[çc][ãa]o cn,campanha-sos-africa,1053,https://salvistas.com.br/campanha-sos-africa/
redirecionar,-4,2012-02-08,Papa manda mensagem,Mundo,183,(papa|bento xvi|card|dom |cnbb|bispo),papa-manda-mensagem,1130,https://salvistas.com.br/papa-manda-mensagem/
redirecionar,-4,2012-02-09,Bispos do mundo pedem perdão,Mundo,238,(papa|bento xvi|card|dom |cnbb|bispo),bispos-do-mundo-pedem-perdao,1129,https://salvistas.com.br/bispos-do-mundo-pedem-perdao/
redirecionar,-4,2012-02-17,Consistório cria 22 novos cardeais,Mundo,224,cn,consistorio-cria-22-novos-cardeais,1125,https://salvistas.com.br/consistorio-cria-22-novos-cardeais/
redirecionar,-4,2012-06-15,"Evangelho João 19,31-37",Salvistas,677,testemunho fonte evangelho ,evangelho-joao-1931-37,1145,https://salvistas.com.br/evangelho-joao-1931-37/
redirecionar,-4,2012-06-22,"Evangelho Mateus 6,19-23",Salvistas,522,evangelho ,evangelho-mateus-619-23,1143,https://salvistas.com.br/evangelho-mateus-619-23/
redirecionar,-4,2012-06-27,"Evangelho Mateus 7,15-20",Salvistas,566,evangelho ,evangelho-mateus-715-20,1141,https://salvistas.com.br/evangelho-mateus-715-20/
redirecionar,-4,2012-08-02,3º Encontro Nacional da Missão Continental,Notícias,374,cn,3o-encontro-nacional-da-missao-continental,1355,https://salvistas.com.br/3o-encontro-nacional-da-missao-continental/
redirecionar,-4,2012-08-07,Seminário Nacional Juventude e Missão,Notícias,223,ordena[çc][ãa]o cn,seminario-nacional-juventude-e-missao,1372,https://salvistas.com.br/seminario-nacional-juventude-e-missao/
redirecionar,-4,2012-08-09,Comissão para a Vida e a Família,Notícias,1430,cn,comissao-para-a-vida-e-a-familia,1448,https://salvistas.com.br/comissao-para-a-vida-e-a-familia/
redirecionar,-4,2012-08-21,Roraima prepara Bote Fé na Juventude,Notícias,370,cn,roraima-prepara-bote-fe-na-juventude,1481,https://salvistas.com.br/roraima-prepara-bote-fe-na-juventude/
redirecionar,-4,2012-08-22,Infância e Adolescência Missionária,Notícias,658,cn,infancia-e-adolescencia-missionaria,1483,https://salvistas.com.br/infancia-e-adolescencia-missionaria/
redirecionar,-4,2012-09-03,Resolução do CFM,Salvistas,639,cn,resolucao-do-cfm,1621,https://salvistas.com.br/resolucao-do-cfm/
redirecionar,-4,2012-09-04,Celebração dos 20 anos do Catecismo e o Ano da Fé,Notícias,642,cn,celebracao-dos-20-anos-do-catecismo-e-o-ano-da-fe,1650,https://salvistas.com.br/celebracao-dos-20-anos-do-catecismo-e-o-ano-da-fe/
redirecionar,-4,2012-09-11,Evangelização com a juventude,Notícias,447,ordena[çc][ãa]o cn,evangelizacao-com-a-juventude,1655,https://salvistas.com.br/evangelizacao-com-a-juventude/
redirecionar,-4,2012-09-17,Papa no Líbano,Notícias,411,(papa|bento xvi|card|dom |cnbb|bispo),papa-no-libano,1665,https://salvistas.com.br/papa-no-libano/
redirecionar,-4,2012-09-27,preparação da CF,Notícias,161,cn,preparacao-da-cf,1702,https://salvistas.com.br/preparacao-da-cf/
redirecionar,-4,2012-09-28,Voto consciente e limpo,Notícias,689,votos cn,voto-consciente-e-limpo,1703,https://salvistas.com.br/voto-consciente-e-limpo/
redirecionar,-4,2012-10-10,Nomeação de novos bispos,Notícias,343,cn,nomeacao-de-novos-bispos,1724,https://salvistas.com.br/nomeacao-de-novos-bispos/
redirecionar,-4,2012-10-13,2º Ebruc,Notícias,538,testemunho cn,2o-ebruc,1736,https://salvistas.com.br/2o-ebruc/
redirecionar,-4,2012-10-13,Universitários Cristãos,Notícias,521,cn,universitarios-cristaos,1735,https://salvistas.com.br/universitarios-cristaos/
redirecionar,-4,2012-10-25,Encontro Nacional de Responsáveis de Juventude,Notícias,246,cn,encontro-nacional-de-responsaveis-de-juventude,1764,https://salvistas.com.br/encontro-nacional-de-responsaveis-de-juventude/
redirecionar,-4,2012-11-10,Dom Odilo Scherer,Notícias,85,(papa|bento xvi|card|dom |cnbb|bispo),dom-odilo-scherer,1812,https://salvistas.com.br/dom-odilo-scherer/
redirecionar,-4,2012-12-07,Papa e as pregações do Advento,Mundo,266,(papa|bento xvi|card|dom |cnbb|bispo),papa-e-as-pregacoes-do-advento,1846,https://salvistas.com.br/papa-e-as-pregacoes-do-advento/
redirecionar,-4,2013-01-10,Campanha da Fraternidade 2013,Salvistas,715,cn,campanha-da-fraternidade-2013,1874,https://salvistas.com.br/campanha-da-fraternidade-2013/
redirecionar,-4,2013-01-11,Semana Missionária,Notícias,556,ordena[çc][ãa]o cn,semana-missionaria,1876,https://salvistas.com.br/semana-missionaria/
redirecionar,-4,2013-01-16,Campanha da Fraternidade completará 50 anos,Salvistas,545,cn,campanha-da-fraternidade-completara-50-anos,1884,https://salvistas.com.br/campanha-da-fraternidade-completara-50-anos/
redirecionar,-4,2013-02-09,Comunicação da CNBB,Notícias,228,ordena[çc][ãa]o cn,comunicacao-da-cnbb,1930,https://salvistas.com.br/comunicacao-da-cnbb/
redirecionar,-4,2013-02-22,Subsídio Hora da Família 2013,Notícias,274,cn,subsidio-hora-da-familia-2013,1939,https://salvistas.com.br/subsidio-hora-da-familia-2013/
redirecionar,-4,2013-03-12,Dom Odilo destaca clima de ‘serenidade e fraternidade’,Salvistas,148,cn (papa|bento xvi|card|dom |cnbb|bispo),dom-odilo-destaca-clima-de-serenidade-e-fraternidade,1954,https://salvistas.com.br/dom-odilo-destaca-clima-de-serenidade-e-fraternidade/
redirecionar,-4,2013-03-23,Considerações sobre a nota do CFM a respeito do aborto,Notícias,636,cn,consideracoes-sobre-a-nota-do-cfm-a-respeito-do-aborto,1966,https://salvistas.com.br/consideracoes-sobre-a-nota-do-cfm-a-respeito-do-aborto/
redirecionar,-4,2013-03-28,Primeira Catequese com os fiéis,Notícias,417,audiência,primeira-catequese-com-os-fieis,1971,https://salvistas.com.br/primeira-catequese-com-os-fieis/
redirecionar,-4,2013-04-04,51ª Assembleia da CNBB tem página no facebook,Salvistas,113,cn,51a-assembleia-da-cnbb-tem-pagina-no-facebook,1991,https://salvistas.com.br/51a-assembleia-da-cnbb-tem-pagina-no-facebook/
redirecionar,-4,2013-04-08,51ª Assembleia dos Bispos do Brasil,Salvistas,1209,cn,51a-assembleia-dos-bispos-do-brasil,1996,https://salvistas.com.br/51a-assembleia-dos-bispos-do-brasil/
redirecionar,-4,2013-05-23,Coleta nacional em prol da JMJ Rio2013,Notícias,908,testemunho cn,coleta-nacional-em-prol-da-jmj-rio2013,2041,https://salvistas.com.br/coleta-nacional-em-prol-da-jmj-rio2013/
redirecionar,-4,2013-06-28,“Carta dos Direitos da Família” completa 30 anos,Notícias,328,cn,carta-dos-direitos-da-familia-completa-30-anos,2062,https://salvistas.com.br/carta-dos-direitos-da-familia-completa-30-anos/
redirecionar,-4,2013-07-12,Assembleia Geral,Salvistas,396,cn,assembleia-geral,2065,https://salvistas.com.br/assembleia-geral/
redirecionar,-4,2013-08-07,Saúde+10,Salvistas,595,cn,saude10,2075,https://salvistas.com.br/saude10/
redirecionar,-4,2013-08-13,Pastoral Vocacional e Serviço de Animação Vocacional,Salvistas,734,cn,pastoral-vocacional-e-servico-de-animacao-vocacional,2077,https://salvistas.com.br/pastoral-vocacional-e-servico-de-animacao-vocacional/
redirecionar,-4,2013-08-30,Semana Social Brasileira,Salvistas,211,cn,semana-social-brasileira,2081,https://salvistas.com.br/semana-social-brasileira/
redirecionar,-4,2013-09-03,Ato Público,Salvistas,308,cn,ato-publico,2083,https://salvistas.com.br/ato-publico/
redirecionar,-4,2013-09-17,Encontro do Regional Sul 1,Salvistas,328,cn,encontro-do-regional-sul-1,2090,https://salvistas.com.br/encontro-do-regional-sul-1/
redirecionar,-4,2013-09-27,Curso à distância,Salvistas,548,cn,curso-a-distancia,2096,https://salvistas.com.br/curso-a-distancia/
redirecionar,-4,2013-10-04,Santuário Nacional,Salvistas,981,cn,santuario-nacional,2100,https://salvistas.com.br/santuario-nacional/
redirecionar,-4,2013-10-10,Sínodo de 2014,Mundo,729,cn,sinodo-de-2014,2104,https://salvistas.com.br/sinodo-de-2014/
redirecionar,-4,2013-10-29,Começa o 8º Mutirão Brasileiro de Comunicação,Salvistas,582,cn,comeca-o-8o-mutirao-brasileiro-de-comunicacao,2114,https://salvistas.com.br/comeca-o-8o-mutirao-brasileiro-de-comunicacao/
redirecionar,-4,2013-10-30,Próxima Assembleia Geral da CNBB,Salvistas,440,cn,proxima-assembleia-geral-da-cnbb,2115,https://salvistas.com.br/proxima-assembleia-geral-da-cnbb/
redirecionar,-4,2013-11-07,Saudação ao novo bispo de Crateús (CE),Salvistas,722,ordena[çc][ãa]o testemunho fonte cn,saudacao-ao-novo-bispo-de-crateus-ce,2119,https://salvistas.com.br/saudacao-ao-novo-bispo-de-crateus-ce/
redirecionar,-4,2013-11-13,Prêmios de comunicação – CNBB,Salvistas,518,cn,premios-de-comunicacao-cnbb,2125,https://salvistas.com.br/premios-de-comunicacao-cnbb/
redirecionar,-4,2013-12-04,Curso oferece formação para músicos litúrgicos,Salvistas,404,cn,curso-oferece-formacao-para-musicos-liturgicos,2135,https://salvistas.com.br/curso-oferece-formacao-para-musicos-liturgicos/
redirecionar,-4,2013-12-06,Papa institui comissão,Salvistas,753,cn (papa|bento xvi|card|dom |cnbb|bispo),papa-institui-comissao,2137,https://salvistas.com.br/papa-institui-comissao/
redirecionar,-4,2013-12-17,Líderes juvenis,Salvistas,438,cn,lideres-juvenis,2146,https://salvistas.com.br/lideres-juvenis/
redirecionar,-4,2014-01-10,4º Encontro Nacional,Notícias,940,testemunho cn,4o-encontro-nacional,2156,https://salvistas.com.br/4o-encontro-nacional/
redirecionar,-4,2014-01-13,Congratulações da CNBB,Salvistas,362,cn,congratulacoes-da-cnbb,2158,https://salvistas.com.br/congratulacoes-da-cnbb/
redirecionar,-4,2014-02-03,Mensagem ao Dia Mundial da Vida Consagrada,Salvistas,2254,votos testemunho cn zenit|acidigital|gaudium,mensagem-ao-dia-mundial-da-vida-consagrada,2168,https://salvistas.com.br/mensagem-ao-dia-mundial-da-vida-consagrada/
redirecionar,-4,2014-02-06,Missionárias ao Haiti,Salvistas,737,cn,missionarias-ao-haiti,2170,https://salvistas.com.br/missionarias-ao-haiti/
redirecionar,-4,2014-02-17,Curso prepara missionários para a Amazônia,Salvistas,500,cn,curso-prepara-missionarios-para-a-amazonia,2172,https://salvistas.com.br/curso-prepara-missionarios-para-a-amazonia/
redirecionar,-4,2014-02-27,Prêmios de Comunicação,Salvistas,1149,cn,premios-de-comunicacao,2176,https://salvistas.com.br/premios-de-comunicacao/
redirecionar,-4,2014-03-10,Saudação a dom Antônio Carlos Félix,Salvistas,490,cn,saudacao-a-dom-antonio-carlos-felix,2180,https://salvistas.com.br/saudacao-a-dom-antonio-carlos-felix/
redirecionar,-4,2014-03-12,Análise de conjuntura e Episcopo.Net,Salvistas,374,cn,analise-de-conjuntura-e-episcopo-net,2181,https://salvistas.com.br/analise-de-conjuntura-e-episcopo-net/
redirecionar,-4,2014-03-21,Muticom,Salvistas,80,cn,muticom,2183,https://salvistas.com.br/muticom/
redirecionar,-4,2014-04-11,“Não à manipulação educativa da infância”,Notícias,752,audiência,nao-a-manipulacao-educativa-da-infancia,2199,https://salvistas.com.br/nao-a-manipulacao-educativa-da-infancia/
redirecionar,-4,2016-01-02,Papa:,Artigos,643,(papa|bento xvi|card|dom |cnbb|bispo),papa,2607,https://salvistas.com.br/papa/
redirecionar,-4,2016-01-09,Congresso Eucarístico Nacional,Notícias,284,testemunho fonte cn,congresso-eucaristico-nacional,2618,https://salvistas.com.br/congresso-eucaristico-nacional/
redirecionar,-4,2016-01-26,Papa Francisco aprova milagre,Mundo,337,(papa|bento xvi|card|dom |cnbb|bispo),papa-francisco-aprova-milagre,2635,https://salvistas.com.br/papa-francisco-aprova-milagre/
redirecionar,-4,2016-09-09,Primeiros mártires do Brasil mais perto da santidade,Notícias,268,cn audiência,primeiros-martires-do-brasil-mais-perto-da-santidade,2863,https://salvistas.com.br/primeiros-martires-do-brasil-mais-perto-da-santidade/
redirecionar,-4,2016-12-21,Audiência:,Artigos,564,audiência,audiencia,2873,https://salvistas.com.br/audiencia/
redirecionar,-4,2017-01-26,Homilia do Papa na Solenidade da Conversão de São Paulo,Artigos,1104,testemunho fonte homilia do papa,homilia-do-papa-na-solenidade-da-conversao-de-sao-paulo,2884,https://salvistas.com.br/homilia-do-papa-na-solenidade-da-conversao-de-sao-paulo/
redirecionar,-5,2011-03-09,Mensagem do papa Bento XVI para a Quaresma,Mundo,2096,fonte cn,mensagem-do-papa-bento-xvi-para-a-quaresma,358,https://salvistas.com.br/mensagem-do-papa-bento-xvi-para-a-quaresma/
redirecionar,-5,2011-03-31,Papa Bento XVI,Mundo,1214,votos profiss[ãa]o audiência (papa|bento xvi|card|dom |cnbb|bispo),papa-bento-xvi,353,https://salvistas.com.br/papa-bento-xvi/
redirecionar,-5,2011-04-05,Papa reza pelos jovens,Notícias,105,testemunho cn (papa|bento xvi|card|dom |cnbb|bispo),papa-reza-pelos-jovens,381,https://salvistas.com.br/papa-reza-pelos-jovens/
redirecionar,-5,2011-04-28,Três dias de oração pelo papa João Paulo II,Mundo,163,cn news\.va|rádio vaticano|radio vaticano,tres-dias-de-oracao-pelo-papa-joao-paulo-ii,414,https://salvistas.com.br/tres-dias-de-oracao-pelo-papa-joao-paulo-ii/
redirecionar,-5,2011-06-29,"Parabéns, Papa Bento XVI!",Artigos,515,testemunho fonte,parabens-papa-bento-xvi,496,https://salvistas.com.br/parabens-papa-bento-xvi/
redirecionar,-5,2011-08-10,Pontifício Conselho da Cultura,Mundo,251,cn news\.va|rádio vaticano|radio vaticano,pontificio-conselho-da-cultura,825,https://salvistas.com.br/pontificio-conselho-da-cultura/
redirecionar,-5,2011-10-26,Campanha da Fraternidade 2012,Notícias,15,cn,campanha-da-fraternidade-2012,1054,https://salvistas.com.br/campanha-da-fraternidade-2012/
redirecionar,-5,2012-07-18,Visita do papa ao Líbano,Notícias,212,cn news\.va|rádio vaticano|radio vaticano,visita-do-papa-ao-libano,1158,https://salvistas.com.br/visita-do-papa-ao-libano/
redirecionar,-5,2012-09-29,Semana Nacional da Vida,Notícias,995,profiss[ãa]o cn,semana-nacional-da-vida,1706,https://salvistas.com.br/semana-nacional-da-vida/
redirecionar,-5,2013-01-01,Retrospectiva do Papa,Notícias,646,votos cn news\.va|rádio vaticano|radio vaticano audiência,retrospectiva-do-papa,1861,https://salvistas.com.br/retrospectiva-do-papa/
redirecionar,-5,2013-01-14,Dra. Zilda Arns,Notícias,391,cn news\.va|rádio vaticano|radio vaticano,dra-zilda-arns,1880,https://salvistas.com.br/dra-zilda-arns/
redirecionar,-5,2013-02-25,Perguntas Frequentes,Artigos,11,cn,perguntas-frequentes,1940,https://salvistas.com.br/perguntas-frequentes/
redirecionar,-5,2013-04-01,Páscoa na Praça São Pedro,Notícias,404,fonte cn,pascoa-na-praca-sao-pedro,1974,https://salvistas.com.br/pascoa-na-praca-sao-pedro/
redirecionar,-5,2013-06-21,Nota da CNBB,Notícias,509,testemunho cn,nota-da-cnbb,2058,https://salvistas.com.br/nota-da-cnbb/
redirecionar,-5,2013-07-23,Primeiro discurso do Papa no Brasil,Notícias,817,cn news\.va|rádio vaticano|radio vaticano,primeiro-discurso-do-papa-no-brasil,2069,https://salvistas.com.br/primeiro-discurso-do-papa-no-brasil/
redirecionar,-5,2013-12-02,Ano de 2015 será dedicado à vida consagrada,Mundo,1018,testemunho news\.va|rádio vaticano|radio vaticano audiência,ano-de-2015-sera-dedicado-a-vida-consagrada,2133,https://salvistas.com.br/ano-de-2015-sera-dedicado-a-vida-consagrada/
redirecionar,-5,2014-01-08,13º Intereclesial das CEBs,Mundo,639,cn zenit|acidigital|gaudium,13o-intereclesial-das-cebs,2154,https://salvistas.com.br/13o-intereclesial-das-cebs/
redirecionar,-5,2014-03-27,Liturgia em Mutirão III,Notícias,9,cn,liturgia-em-mutirao-iii,2185,https://salvistas.com.br/liturgia-em-mutirao-iii/
redirecionar,-5,2014-04-11,"Tráfico humano é delito contra a humanidade, reitera Papa",Mundo,311,news\.va|rádio vaticano|radio vaticano audiência,trafico-humano-e-delito-contra-a-humanidade-reitera-papa,2197,https://salvistas.com.br/trafico-humano-e-delito-contra-a-humanidade-reitera-papa/
redirecionar,-5,2014-11-12,Vaticano,Mundo,416,fonte audiência,vaticano-2,2390,https://salvistas.com.br/vaticano-2/
redirecionar,-5,2015-01-12,Festa do Batismo do Senhor,Artigos,952,fonte cn,festa-do-batismo-do-senhor,2449,https://salvistas.com.br/festa-do-batismo-do-senhor/
redirecionar,-5,2015-01-23,Processo de beatificação,Notícias,471,fonte cn,processo-de-beatificacao-3,2463,https://salvistas.com.br/processo-de-beatificacao-3/
redirecionar,-5,2015-03-20,Jornada Diocesana da Juventude 2015,Notícias,415,fonte cn,jornada-diocesana-da-juventude-2015,2524,https://salvistas.com.br/jornada-diocesana-da-juventude-2015/
redirecionar,-5,2016-01-21,Evento conclusivo do Ano da Vida Consagrada,Notícias,334,news\.va|rádio vaticano|radio vaticano audiência,evento-conclusivo-do-ano-da-vida-consagrada,2631,https://salvistas.com.br/evento-conclusivo-do-ano-da-vida-consagrada/
redirecionar,-5,2016-02-15,"Zika, microcefalia e aborto",Artigos,702,fonte cn,zika-microcefalia-e-aborto,2761,https://salvistas.com.br/zika-microcefalia-e-aborto/
redirecionar,-5,2016-04-13,Papa indica dois remédios para o pecado,Salvistas,503,news\.va|rádio vaticano|radio vaticano (papa|bento xvi|card|dom |cnbb|bispo),papa-indica-dois-remedios-para-o-pecado,2840,https://salvistas.com.br/papa-indica-dois-remedios-para-o-pecado/
redirecionar,-6,2011-04-06,Lectionuatas,Notícias,284,cn,lectionuatas,380,https://salvistas.com.br/lectionuatas/
redirecionar,-6,2011-04-26,Biblioteca Virtual,Notícias,229,cn,biblioteca-virtual-2,412,https://salvistas.com.br/biblioteca-virtual-2/
redirecionar,-6,2011-04-30,49ª Assembleia Geral da CNBB,Notícias,476,cn,49%c2%aa-assembleia-geral-da-cnbb,417,https://salvistas.com.br/49%c2%aa-assembleia-geral-da-cnbb/
redirecionar,-6,2011-05-06,Liturgia,Mundo,624,fonte,liturgia,429,https://salvistas.com.br/liturgia/
redirecionar,-6,2011-05-18,Peregrinação Nacional da Família,Notícias,416,cn,peregrinacao-nacional-da-familia,451,https://salvistas.com.br/peregrinacao-nacional-da-familia/
redirecionar,-6,2011-05-24,24 de maio,Mundo,801,cn audiência,24-de-maio,425,https://salvistas.com.br/24-de-maio/
redirecionar,-6,2011-07-08,Seminário de Comunicação,Notícias,393,cn,seminario-de-comunicacao,653,https://salvistas.com.br/seminario-de-comunicacao/
redirecionar,-6,2011-07-18,Aberto o 7º Mutirão Brasileiro de Comunicação,Notícias,445,cn,aberto-o-7%c2%ba-mutirao-brasileiro-de-comunicacao-2,668,https://salvistas.com.br/aberto-o-7%c2%ba-mutirao-brasileiro-de-comunicacao-2/
redirecionar,-6,2011-07-26,Hora da Família 2011,Notícias,490,cn,hora-da-familia-2011,699,https://salvistas.com.br/hora-da-familia-2011/
redirecionar,-6,2011-08-05,Mensagem aos participantes da JMJ,Notícias,704,cn,mensagem-aos-participantes-da-jmj,818,https://salvistas.com.br/mensagem-aos-participantes-da-jmj/
redirecionar,-6,2011-08-12,Reforma Política,Notícias,291,cn,reforma-politica,827,https://salvistas.com.br/reforma-politica/
redirecionar,-6,2011-08-22,Dom Orani fala sobre a JMJ,Notícias,554,cn (papa|bento xvi|card|dom |cnbb|bispo),dom-orani-fala-sobre-a-jmj,887,https://salvistas.com.br/dom-orani-fala-sobre-a-jmj/
redirecionar,-6,2011-08-25,Direção da CNBB aos Jovens brasileiros,Artigos,367,cn,direcao-da-cnbb-aos-jovens-brasileiros,889,https://salvistas.com.br/direcao-da-cnbb-aos-jovens-brasileiros/
redirecionar,-6,2011-08-27,desafios das CEBs,Notícias,296,cn,desafios-das-cebs,894,https://salvistas.com.br/desafios-das-cebs/
redirecionar,-6,2011-09-23,Consep,Notícias,575,cn,consep,1003,https://salvistas.com.br/consep/
redirecionar,-6,2011-10-04,Santuário de Aparecida,Notícias,373,cn,santuario-de-aparecida,1014,https://salvistas.com.br/santuario-de-aparecida/
redirecionar,-6,2011-10-06,Celibato é tema de Simpósio Nacional,Notícias,793,cn,celibato-e-tema-de-simposio-nacional,1018,https://salvistas.com.br/celibato-e-tema-de-simposio-nacional/
redirecionar,-6,2011-10-07,Bispos da Celam,Mundo,443,testemunho fonte (papa|bento xvi|card|dom |cnbb|bispo),bispos-da-celam,1031,https://salvistas.com.br/bispos-da-celam/
redirecionar,-6,2011-10-11,Congresso de Animação Bíblica,Notícias,352,cn,congresso-de-animacao-biblica,1032,https://salvistas.com.br/congresso-de-animacao-biblica/
redirecionar,-6,2011-10-19,Diálogo Interreligioso,Notícias,284,cn,dialogo-interreligioso,1046,https://salvistas.com.br/dialogo-interreligioso/
redirecionar,-6,2011-10-28,Reforma Política profunda no país,Notícias,660,cn,reforma-politica-profunda-no-pais,1068,https://salvistas.com.br/reforma-politica-profunda-no-pais/
redirecionar,-6,2011-11-04,JMJ e Minas Gerais,Notícias,408,cn,jmj-e-minas-gerais,1075,https://salvistas.com.br/jmj-e-minas-gerais/
redirecionar,-6,2011-11-08,Cardeal Zenon Grocholewski,Mundo,315,cn (papa|bento xvi|card|dom |cnbb|bispo),cardeal-zenon-grocholewski,1078,https://salvistas.com.br/cardeal-zenon-grocholewski/
redirecionar,-6,2011-11-11,Papa Bento XVI deve visitar o México e Cuba,Mundo,212,cn (papa|bento xvi|card|dom |cnbb|bispo),papa-bento-xvi-deve-visitar-o-mexico-e-cuba,1080,https://salvistas.com.br/papa-bento-xvi-deve-visitar-o-mexico-e-cuba/
redirecionar,-6,2011-11-14,Formação missionária dos futuros sacerdotes,Notícias,642,cn,formacao-missionaria-dos-futuros-sacerdotes,1082,https://salvistas.com.br/formacao-missionaria-dos-futuros-sacerdotes/
redirecionar,-6,2011-11-15,3º Congresso Missionário Nacional,Notícias,508,cn,3%c2%ba-congresso-missionario-nacional,1085,https://salvistas.com.br/3%c2%ba-congresso-missionario-nacional/
redirecionar,-6,2011-11-18,Comissão Bíblico-catequética,Notícias,549,cn,comissao-biblico-catequetica,1088,https://salvistas.com.br/comissao-biblico-catequetica/
redirecionar,-6,2011-12-23,Papa Bento XVI lembra o sentido religioso do Natal,Artigos,439,votos cn audiência (papa|bento xvi|card|dom |cnbb|bispo),papa-bento-xvi-lembra-o-sentido-religioso-do-natal,1135,https://salvistas.com.br/papa-bento-xvi-lembra-o-sentido-religioso-do-natal/
redirecionar,-6,2012-02-19,Conheça os novos cardeais,Mundo,51,fonte,conheca-os-novos-cardeais,1124,https://salvistas.com.br/conheca-os-novos-cardeais/
redirecionar,-6,2012-06-12,Leituras Relacionadas ao dia 12/06/2012 – CNBB,Salvistas,684,cn leituras relacionadas,leituras-relacionadas-ao-dia-12062012-cnbb,1148,https://salvistas.com.br/leituras-relacionadas-ao-dia-12062012-cnbb/
redirecionar,-6,2012-06-14,"Evangelho Mateus 5,20-26",Salvistas,666,testemunho fonte evangelho ,evangelho-mateus-520-26,1146,https://salvistas.com.br/evangelho-mateus-520-26/
redirecionar,-6,2012-07-03,Cruz comemorativa do Bote Fé,Notícias,304,cn,cruz-comemorativa-do-bote-fe,1155,https://salvistas.com.br/cruz-comemorativa-do-bote-fe/
redirecionar,-6,2012-07-06,"Evangelho Mateus 9,9-13",Notícias,676,evangelho ,evangelho-mateus-99-13,1152,https://salvistas.com.br/evangelho-mateus-99-13/
redirecionar,-6,2012-07-11,Papa Bento XVI sobre dom Eugênio,Notícias,291,cn (papa|bento xvi|card|dom |cnbb|bispo),papa-bento-xvi-sobre-dom-eugenio,1150,https://salvistas.com.br/papa-bento-xvi-sobre-dom-eugenio/
redirecionar,-6,2012-07-16,Encontro da PASCOM em Aparecida,Notícias,415,cn,encontro-da-pascom-em-aparecida,1149,https://salvistas.com.br/encontro-da-pascom-em-aparecida/
redirecionar,-6,2012-07-25,Preparai o caminho,Notícias,463,cn,preparai-o-caminho,1268,https://salvistas.com.br/preparai-o-caminho/
redirecionar,-6,2012-07-27,Semana Missionária da JMJ Rio2013,Notícias,511,cn,semana-missionaria-da-jmj-rio2013,1319,https://salvistas.com.br/semana-missionaria-da-jmj-rio2013/
redirecionar,-6,2012-08-01,Celebração do mês vocacional,Artigos,206,cn,celebracao-do-mes-vocacional,1353,https://salvistas.com.br/celebracao-do-mes-vocacional/
redirecionar,-6,2012-08-04,Semana Nacional da Família,Notícias,321,cn,semana-nacional-da-familia,1366,https://salvistas.com.br/semana-nacional-da-familia/
redirecionar,-6,2012-08-29,Ação de graças e Jubileu,Notícias,318,cn,acao-de-gracas-e-jubileu,1601,https://salvistas.com.br/acao-de-gracas-e-jubileu/
redirecionar,-6,2012-10-15,A CNBB nasceu assim,Notícias,1227,cn,a-cnbb-nasceu-assim,1740,https://salvistas.com.br/a-cnbb-nasceu-assim/
redirecionar,-6,2012-10-18,Lançado CD com o Hino da CF 2013,Notícias,238,cn,lancado-cd-com-o-hino-da-cf-2013,1743,https://salvistas.com.br/lancado-cd-com-o-hino-da-cf-2013/
redirecionar,-6,2012-11-06,Secretário da CNBB,Notícias,581,cn,secretario-da-cnbb,1787,https://salvistas.com.br/secretario-da-cnbb/
redirecionar,-6,2012-11-07,Vida Religiosa Consagrada,Notícias,733,cn,vida-religiosa-consagrada,1788,https://salvistas.com.br/vida-religiosa-consagrada/
redirecionar,-6,2012-12-21,Hora da Família 2013,Notícias,219,cn,hora-da-familia-2013,1854,https://salvistas.com.br/hora-da-familia-2013/
redirecionar,-6,2013-01-02,Papa celebra solenidade da Mãe de Deus,Notícias,1078,cn (papa|bento xvi|card|dom |cnbb|bispo),papa-celebra-solenidade-da-mae-de-deus,1862,https://salvistas.com.br/papa-celebra-solenidade-da-mae-de-deus/
redirecionar,-6,2013-01-09,Ano da paz,Artigos,550,fonte,ano-da-paz,1868,https://salvistas.com.br/ano-da-paz/
redirecionar,-6,2013-01-16,Comissão Brasileira Justiça e Paz,Notícias,323,cn,comissao-brasileira-justica-e-paz,1885,https://salvistas.com.br/comissao-brasileira-justica-e-paz/
redirecionar,-6,2013-01-29,Nota Oficial da CNBB,Notícias,351,cn,nota-oficial-da-cnbb,1924,https://salvistas.com.br/nota-oficial-da-cnbb/
redirecionar,-6,2013-02-25,Bento XVI no último Angelus,Notícias,500,cn (papa|bento xvi|card|dom |cnbb|bispo),bento-xvi-no-ultimo-angelus,1941,https://salvistas.com.br/bento-xvi-no-ultimo-angelus/
redirecionar,-6,2013-03-01,Sé Vacante,Notícias,327,cn,se-vacante,1946,https://salvistas.com.br/se-vacante/
